t,p_x,p_y,p_z,v_x,v_y,v_z,a_lin_x,a_lin_y,a_lin_z,j_lin_x,j_lin_y,j_lin_z,heading,heading_rate,total_vel,total_acc,total_jerk,phi
3.182,-0.00038881653581812614,0.02788336230331066,1.0,-0.0019735600887078497,0.07075160859193423,0.0,-0.008347094381474802,0.11957538689612672,0.0,-0.02823527419243034,0.10021827464128057,0.0,0.0,0.0,0.07077912868755876,0.11986637199803639,0.10411980253917533,0.027886976702898147
3.184,-0.0003927803878790437,0.02802510480488895,1.0,-0.0019903108435139543,0.07099095979479683,0.0,-0.00840370821214285,0.11977581221911486,0.0,-0.028378636744059674,0.10020703251650064,0.0,0.0,0.0,0.07101885460805651,0.12007026069957333,0.10414795432083297,0.028028774618646307
3.186,-0.00039677785486857964,0.028167326409708593,1.0,-0.0020071751130277013,0.07123071182575776,0.0,-0.008460609249782041,0.11997621496265713,0.0,-0.028522481292172323,0.10019569508821727,0.0,0.0,0.0,0.07125898581328886,0.12027416208663941,0.10417633730014376,0.0281710523915202
3.1879999999999997,-0.0004008091643912248,0.028310027919380486,1.0,-0.002024153472627539,0.07147086463946704,0.0,-0.008517798459156789,0.12017659493550237,0.0,-0.02866680860813951,0.10018426171177024,0.0,0.0,0.0,0.07149952230325578,0.12047807626652506,0.10420495290775852,0.028313810832089285
3.19,-0.0004048745452039926,0.028453210135424477,1.0,-0.002041246499622989,0.07171141819019097,0.0,-0.008575276806573755,0.12037695194510689,0.0,-0.028811619462825244,0.10017273173924526,0.0,0.0,0.0,0.07174046407795727,0.12068200334724286,0.1042338025794581,0.028457050750923044
3.192,-0.0004089742272207486,0.028596873859268526,1.0,-0.002058454773257727,0.07195237243180945,0.0,-0.008633045259880817,0.12057728579762791,0.0,-0.028956914626582012,0.1001611045194632,0.0,0.0,0.0,0.07198181113739331,0.1208859434375312,0.10426288775614259,0.02860077295859094
3.194,-0.0004131084415155417,0.02874101989224798,1.0,-0.0020757788747126633,0.07219372731781334,0.0,-0.008691104788466034,0.120777596297917,0.0,-0.02910269486924639,0.10014937939796932,0.0,0.0,0.0,0.0722235634815639,0.12108989664685783,0.10429220988382047,0.02874497826566244
3.1959999999999997,-0.0004172774203268226,0.028885649035604775,1.0,-0.002093219387109027,0.07243548280130202,0.0,-0.00874945636325663,0.12097788324951356,0.0,-0.02924896096013481,0.10013755571702253,0.0,0.0,0.0,0.07246572111046912,0.12129386308542352,0.10432177041359718,0.028889667482707018
3.198,-0.00042148139706121857,0.029030762090486655,1.0,-0.0021107768955114362,0.07267763883498046,0.0,-0.008808100956717928,0.12117814645463819,0.0,-0.029395713668039076,0.10012563281558458,0.0,0.0,0.0,0.07270828402410887,0.12149784286416561,0.10435157080166357,0.02903484142029414
3.2,-0.0004257206062975305,0.029176359857946373,1.0,-0.0021284519869309796,0.07292019537115688,0.0,-0.008867039542852317,0.12137838571418609,0.0,-0.02954295376122208,0.10011361002930927,0.0,0.0,0.0,0.07295125222248319,0.12170183609476169,0.10438161250928403,0.029180500888993276
3.202,-0.0004299952837902854,0.029322443138940894,1.0,-0.0021462452503282856,0.0731631523617399,0.0,-0.008926273097198168,0.1215786008277205,0.0,-0.02969068200741326,0.1001014866905316,0.0,0.0,0.0,0.0731946257055921,0.12190584288963331,0.10441189700278415,0.029326646699373893
3.2039999999999997,-0.0004343056664740663,0.029469012734330613,1.0,-0.0021641572766165945,0.07340650975823593,0.0,-0.00898580259682878,0.12177879159346594,0.0,-0.029838899173804202,0.10008926212825692,0.0,0.0,0.0,0.07343840447343555,0.12210986336194954,0.10444242575353839,0.029473279662005466
3.206,-0.0004386519924671761,0.029616069444878525,1.0,-0.002182188658664828,0.07365026751174651,0.0,-0.009045629020351297,0.1219789578083017,0.0,-0.02998760602704414,0.10007693566815017,0.0,0.0,0.0,0.07368258852601359,0.1223138976256307,0.10447320023795711,0.02962040058745746
3.208,-0.00044303450107574527,0.029763614071249417,1.0,-0.0022003399913006535,0.07389442557296556,0.0,-0.009105753347905603,0.12217909926775494,0.0,-0.030136803333235422,0.10006450663252488,0.0,0.0,0.0,0.07392717786332617,0.122517945795352,0.10450422193747354,0.029768010286299346
3.21,-0.00044745343279728456,0.02991164741400906,1.0,-0.002218611871313552,0.07413898389217675,0.0,-0.009166176561163251,0.12237921576599416,0.0,-0.030286491857928973,0.10005197434033242,0.0,0.0,0.0,0.07417217248537336,0.12272200798654727,0.10453549233853034,0.02991610956910059
3.2119999999999997,-0.000451909029325015,0.030060170273623375,1.0,-0.0022370048974578766,0.07438394241925066,0.0,-0.009226899643326332,0.12257930709582236,0.0,-0.030436672366119695,0.100039338107151,0.0,0.0,0.0,0.07441757239215513,0.12292608431541266,0.10456701293256583,0.03006469924643066
3.214,-0.0004564015335516425,0.030209183450457616,1.0,-0.002255519670455915,0.07462930110364209,0.0,-0.009287923579126365,0.12277937304867033,0.0,-0.03058734562224187,0.10002659724517483,0.0,0.0,0.0,0.07466337758367142,0.12313017489891033,0.10459878521599998,0.030213780128859034
3.216,-0.0004609311895731327,0.030358687744775525,1.0,-0.002274156793000946,0.0748750598943874,0.0,-0.009349249354823178,0.1229794134145898,0.0,-0.030738512390164518,0.1000137510632032,0.0,0.0,0.0,0.0749095880599223,0.12333427985477213,0.10463081069022011,0.030363353026955173
3.218,-0.00046549824269304096,0.03050868395673849,1.0,-0.002292916869760296,0.07512121874010164,0.0,-0.009410877958203768,0.1231794279822468,0.0,-0.03089017343318674,0.10000079886662945,0.0,0.0,0.0,0.07515620382090775,0.12353839930150355,0.10466309086156607,0.030513418751288546
3.2199999999999998,-0.00047010293942606474,0.030659172886404715,1.0,-0.002311800507378392,0.07536777758897577,0.0,-0.009472810378581154,0.12337941653891464,0.0,-0.03104232951403297,0.09998773995743011,0.0,0.0,0.0,0.07540322486662777,0.12374253335838716,0.10469562724131543,0.030663978112428627
3.222,-0.0004747455275021517,0.03081015533372835,1.0,-0.0023308083144798096,0.0756147363887739,0.0,-0.009535047606793225,0.12357937887046722,0.0,-0.031194981394848272,0.09997457363415393,0.0,0.0,0.0,0.07565065119708235,0.12394668214548663,0.10472842134566812,0.03081503192094488
3.224,-0.0004794262558706075,0.030961632098558657,1.0,-0.0023499409016723284,0.07586209508683057,0.0,-0.009597590635201582,0.12377931476137204,0.0,-0.0313481298371936,0.09996129919191088,0.0,0.0,0.0,0.07589848281227153,0.12415084578365032,0.10476147469573092,0.03096658098740678
3.226,-0.00048414537470398145,0.031113603980639122,1.0,-0.002369198881549969,0.0761098536300477,0.0,-0.009660440457690347,0.12397922399468339,0.0,-0.03150177560204092,0.09994791592236105,0.0,0.0,0.0,0.07614671971219523,0.12435502439451515,0.10479478881750129,0.031118626122383787
3.2279999999999998,-0.0004889031354016193,0.03126607177960661,1.0,-0.0023885828686960467,0.07635801196489203,0.0,-0.009723598069665012,0.12417910635203548,0.0,-0.0316559194497685,0.0999344231137039,0.0,0.0,0.0,0.07639536189685354,0.12455921810051046,0.10482836524185153,0.03127116813644538
3.23,-0.0004936997905945484,0.031419036294990474,1.0,-0.0024080934796862036,0.07660657003739205,0.0,-0.009787064468051209,0.12437896161363537,0.0,-0.031810562140155915,0.09992082005066692,0.0,0.0,0.0,0.0766444093662464,0.12476342702486162,0.10486220550451188,0.03142420784016103
3.232,-0.0004985355941485858,0.03157249832621169,1.0,-0.0024277313330914553,0.07685552779313529,0.0,-0.00985084065129354,0.12457878955825614,0.0,-0.03196570443237929,0.09990710601449486,0.0,0.0,0.0,0.07689386212037384,0.12496765129159404,0.10489631114605388,0.03157774604410019
3.234,-0.0005034108011688909,0.03172645867258194,1.0,-0.0024474970494812224,0.07710488517726534,0.0,-0.009914927619354343,0.12477858996322985,0.0,-0.03212134708500628,0.0998932802829385,0.0,0.0,0.0,0.07714372015923585,0.12517189102553689,0.1049306837118731,0.03173178355883234
3.2359999999999998,-0.0005083256680035175,0.031880918133302814,1.0,-0.002467391251426371,0.07735464213447907,0.0,-0.009979326373712485,0.12497836260444056,0.0,-0.03227749085599115,0.09987934213024369,0.0,0.0,0.0,0.07739398348283243,0.12537614635232694,0.10496532475217167,0.03188632119492696
3.238,-0.0005132804522479661,0.03203587750746476,1.0,-0.0024874145635022334,0.07760479860902357,0.0,-0.010044037917362116,0.12517810725631728,0.0,-0.032434136502669776,0.09986529082714021,0.0,0.0,0.0,0.07764465209116356,0.12558041739841241,0.10500023582194047,0.0320413597629535
3.24,-0.0005182754127486255,0.03219133759404633,1.0,-0.002507567612291652,0.07785535454469344,0.0,-0.010109063254811448,0.12537782369182704,0.0,-0.032591284781754694,0.09985112564083069,0.0,0.0,0.0,0.07789572598422928,0.12578470429105695,0.10503541848094095,0.03219690007348144
3.242,-0.0005233108096073247,0.03234729919191319,1.0,-0.002527851026387993,0.07810630988482768,0.0,-0.010174403392081477,0.12557751168246764,0.0,-0.032748936449329906,0.09983684583497951,0.0,0.0,0.0,0.07814720516202957,0.12598900715834335,0.10507087429368671,0.03235294293708024
3.2439999999999998,-0.0005283869041847744,0.03250376309981722,1.0,-0.0025482654363981803,0.07835766457230679,0.0,-0.010240059336704743,0.12577717099826077,0.0,-0.03290709226084595,0.0998224506697017,0.0,0.0,0.0,0.07839908962456442,0.12619332612917755,0.10510660482942476,0.03250948916431938
3.246,-0.0005335039591052304,0.03266073011639561,1.0,-0.0025688114749457098,0.07860941854954988,0.0,-0.010306032097724044,0.12597680140774462,0.0,-0.03306575297111468,0.09980793940155173,0.0,0.0,0.0,0.07865137937183383,0.12639766133329225,0.10514261166211633,0.03266653956576832
3.248,-0.0005386622382599349,0.03281820104016991,1.0,-0.0025894897766736745,0.07886157175851163,0.0,-0.010372322685691163,0.12617640267796712,0.0,-0.03322491933430415,0.09979331128351249,0.0,0.0,0.0,0.07890407440383784,0.12660201290125134,0.10517889637041757,0.032824094951996535
3.25,-0.0005438620068117794,0.03297617666954513,1.0,-0.0026103009782477786,0.07911412414067931,0.0,-0.010438932112665568,0.12637597457447844,0.0,-0.03338459210393346,0.09977856556498396,0.0,0.0,0.0,0.07915717472057639,0.1268063809644533,0.10521546053765966,0.0329821561335735
3.252,-0.0005491035311986359,0.03313465780280878,1.0,-0.002631245718359352,0.0793670756370698,0.0,-0.010505861392213114,0.126575516861324,0.0,-0.03354477203286747,0.09976370149177219,0.0,0.0,0.0,0.07941068032204951,0.12701076565513536,0.10525230575182891,0.03314072392106866
3.254,-0.000554387079138019,0.03329364523812993,1.0,-0.00265232463772836,0.07962042618822654,0.0,-0.010573111539404725,0.1267750293010373,0.0,-0.03370545987331161,0.099748718306078,0.0,0.0,0.0,0.07966459120825721,0.1272151671063775,0.10528943360554618,0.033299799125051516
3.2560000000000002,-0.0005597129196308614,0.03345313977355825,1.0,-0.0026735383791064164,0.07987417573421657,0.0,-0.010640683570815077,0.12697451165463247,0.0,-0.0338666563768066,0.09973361524648583,0.0,0.0,0.0,0.07991890737919949,0.12741958545210627,0.10532684569604639,0.033459382556091516
3.258,-0.0005650813229655105,0.033613142207023085,1.0,-0.0026948875872797842,0.08012832421462736,0.0,-0.010708578504521248,0.1271739636815974,0.0,-0.034028362294223076,0.0997183915479525,0.0,0.0,0.0,0.08017362883487632,0.12762402082709878,0.10536454362515728,0.033619475024758136
3.26,-0.0005704925607222799,0.03377365333633246,1.0,-0.002716372909072385,0.08038287156856389,0.0,-0.010776797360101398,0.12737338513988597,0.0,-0.03419057837575629,0.09970304644179603,0.0,0.0,0.0,0.08042875557528774,0.12782847336698663,0.10540252899927814,0.03378007734162085
3.262,-0.0005759469057767808,0.03393467395917212,1.0,-0.0027379949933487913,0.08063781773464543,0.0,-0.010845341158633375,0.12757277578591134,0.0,-0.034353305370920705,0.09968757915568431,0.0,0.0,0.0,0.0806842876004337,0.12803294320826009,0.10544080342935819,0.03394119031724911
3.2640000000000002,-0.0005814446323045841,0.03409620487310457,1.0,-0.0027597544910172365,0.08089316265100262,0.0,-0.010914210922693398,0.12777213537453813,0.0,-0.03451654402854459,0.09967198891362389,0.0,0.0,0.0,0.08094022491031425,0.1282374304882718,0.10547936853087442,0.034102814762212406
3.266,-0.000586986015784996,0.03425824687556808,1.0,-0.002781652055032599,0.08114890625527423,0.0,-0.010983407676354634,0.12797146365907547,0.0,-0.03468029509676454,0.09965627493594874,0.0,0.0,0.0,0.08119656750492936,0.12844193534524104,0.10551822592380937,0.03426495148708019
3.268,-0.0005925713330056093,0.034420800763875714,1.0,-0.0028036883403994017,0.08140504848460406,0.0,-0.01105293244518583,0.12817076039126934,0.0,-0.03484455932302003,0.09964043643930888,0.0,0.0,0.0,0.08145331538427904,0.1286464579182576,0.1055573772326284,0.034427601302421944
3.27,-0.0005982008620655233,0.03458386733521431,1.0,-0.0028258640041747976,0.08166158927563788,0.0,-0.01112278625624991,0.12837002532129546,0.0,-0.03500933745404786,0.09962447263665918,0.0,0.0,0.0,0.0817104685483633,0.12885099834728583,0.10559682408625674,0.03459076501880713
3.2720000000000002,-0.0006038748823805618,0.03474744738664351,1.0,-0.0028481797054715607,0.08191852856452024,0.0,-0.011192970138102571,0.12856925819775158,0.0,-0.035174630235876594,0.09960838273724798,0.0,0.0,0.0,0.08196802699718213,0.12905555677316868,0.10563656811805619,0.03475444344680522
3.274,-0.0006095936746864927,0.03491154171509473,1.0,-0.0028706361054610654,0.08217586628689122,0.0,-0.011263485120790845,0.12876845876765036,0.0,-0.035340438413820986,0.0995921659466058,0.0,0.0,0.0,0.08222599073073551,0.12926013333763178,0.10567661096580143,0.03491863739698568
3.276,-0.0006153575210436912,0.03507615111737017,1.0,-0.0028932338673762726,0.08243360237788344,0.0,-0.01133433223585168,0.1289676267764118,0.0,-0.03550676273247635,0.09957582146653399,0.0,0.0,0.0,0.08248435974902348,0.1294647281832875,0.10571695427165607,0.035083347679917984
3.278,-0.0006211667048408032,0.035241276390141775,1.0,-0.0029159736565147047,0.08269173677211869,0.0,-0.011405512516310487,0.12916676196785568,0.0,-0.03567360393571291,0.09955934849509337,0.0,0.0,0.0,0.082743134052046,0.12966934145363893,0.10575759968214843,0.035248575106171603
3.2800000000000002,-0.0006270215107994082,0.03540691832995023,1.0,-0.0029388561402414227,0.08295026940370483,0.0,-0.011477026996679695,0.12936586408419423,0.0,-0.035840962766670044,0.09954274622659291,0.0,0.0,0.0,0.08300231363980311,0.12987397329308414,0.10579854884814681,0.035414320486316
3.282,-0.0006329222249776834,0.0355730777332039,1.0,-0.0029618819879919964,0.08320920020623251,0.0,-0.011548876712957267,0.12956493286602447,0.0,-0.03600883996775064,0.0995260138515783,0.0,0.0,0.0,0.08326189851229479,0.13007862384692004,0.10583980342483461,0.03558058463092064
3.284,-0.0006388691347749553,0.03573975539617784,1.0,-0.0029850518712754787,0.08346852911277196,0.0,-0.011621062702625237,0.12976396805232082,0.0,-0.03617723628061525,0.09950915055682058,0.0,0.0,0.0,0.08352188866952102,0.13028329326134677,0.10588136507168507,0.035747368350554996
3.286,-0.0006448625289354748,0.03590695211501271,1.0,-0.0030083664636773675,0.0837282560558697,0.0,-0.011693586004648208,0.12996296938042734,0.0,-0.03634615244617628,0.09949215552530476,0.0,0.0,0.0,0.08378228411148182,0.13048798168347153,0.10592323545243564,0.03591467245578855
3.2880000000000003,-0.0006509026975528576,0.03607466868571371,1.0,-0.003031826440862572,0.08398838096754538,0.0,-0.011766447659471862,0.13016193658605038,0.0,-0.03651558920459228,0.09947502793621837,0.0,0.0,0.0,0.08404308483817721,0.1306926892613129,0.1059654162350621,0.036082497757190746
3.29,-0.0006569899320739703,0.03624290590414961,1.0,-0.003055432480578373,0.08424890377928833,0.0,-0.011839648709021431,0.13036086940325084,0.0,-0.03668554729526187,0.0994577669649401,0.0,0.0,0.0,0.08430429084960715,0.13089741614380498,0.10600790909175233,0.03625084506533108
3.292,-0.0006631245253033713,0.03641166456605156,1.0,-0.0030791852626573784,0.0845098244220544,0.0,-0.011913190196700185,0.13055976756443646,0.0,-0.03685602745681797,0.09944037178302825,0.0,0.0,0.0,0.08456590214577167,0.13110216248080134,0.10605071569887967,0.036419715190779
3.294,-0.0006693067714074186,0.036580945467012134,1.0,-0.0031030854690204802,0.0847711428262626,0.0,-0.011987073167387886,0.1307586308003544,0.0,-0.03702703042712179,0.0994228415582094,0.0,0.0,0.0,0.08482791872667075,0.13130692842307942,0.10609383773697609,0.036589108944103985
3.2960000000000003,-0.0006755369659182664,0.03675074940248417,1.0,-0.0031271337836798053,0.08503285892179173,0.0,-0.01206129866743924,0.13095745884008336,0.0,-0.03719855694325686,0.09940517545436685,0.0,0.0,0.0,0.0850903405923044,0.13151171412234464,0.106137276890705,0.036759027135875505
3.298,-0.0006818154057383063,0.03692107716777975,1.0,-0.003151330892741666,0.08529497263797713,0.0,-0.012135867744682352,0.13115625141102596,0.0,-0.037370607741523,0.09938737263152918,0.0,0.0,0.0,0.08535316774267265,0.13171651973123444,0.1061810348488336,0.03692947057666303
3.3,-0.0006881423891442751,0.03709192955806905,1.0,-0.003175677484409497,0.08555748390360716,0.0,-0.012210781448417113,0.13135500823890103,0.0,-0.037543183557430235,0.09936943224585879,0.0,0.0,0.0,0.08561640017777543,0.1319213454033227,0.10622511330420513,0.037100440077036015
3.302,-0.00069451821579114,0.037263307368379316,1.0,-0.00320017424898681,0.08582039264692007,0.0,-0.01228604082941366,0.13155372904773582,0.0,-0.03771628512569274,0.09935135344964033,0.0,0.0,0.0,0.0858800378976128,0.1321261912931237,0.10626951395371069,0.03727193644756396
3.3040000000000003,-0.0007009431867169846,0.03743521139359366,1.0,-0.00322482187888012,0.08608369879560035,0.0,-0.01236164693991075,0.13175241355985823,0.0,-0.037889913180222674,0.09933313539126924,0.0,0.0,0.0,0.08614408090218474,0.13233105755609648,0.1063142384982606,0.03744396049881629
3.306,-0.0007074176043465608,0.03760764242845006,1.0,-0.0032496210686018905,0.08634740227677547,0.0,-0.01243760083361415,0.1319510614958892,0.0,-0.038064068454124,0.09931477721524024,0.0,0.0,0.0,0.08640852919149122,0.13253594434864926,0.10635928864275578,0.037616513041362515
3.308,-0.0007139417724957298,0.037780601267540154,1.0,-0.0032745725147734625,0.08661150301701247,0.0,-0.012513903565695036,0.1321496725747346,0.0,-0.038238751679686316,0.0992962780621357,0.0,0.0,0.0,0.0866733827655323,0.1327408518281432,0.10640466609605842,0.03778959488577208
3.31,-0.0007205159963756813,0.03795408870530816,1.0,-0.00329967691612798,0.08687600094231444,0.0,-0.012590556192788333,0.13234824651357754,0.0,-0.03841396358837855,0.09927763706861423,0.0,0.0,0.0,0.08693864162430794,0.13294578015289713,0.10645037257096265,0.037963206842614464
3.3120000000000003,-0.0007271405825974853,0.03812810553604976,1.0,-0.0033249349735133236,0.08714089597811712,0.0,-0.012667559772991086,0.13254678302787068,0.0,-0.038589704910842695,0.09925885336739894,0.0,0.0,0.0,0.08720430576781814,0.13315072948219145,0.10649640978416465,0.03813734972245914
3.314,-0.0007338158391757554,0.03830265255391089,1.0,-0.0033503473898950234,0.08740618804928542,0.0,-0.012744915365860778,0.13274528183132794,0.0,-0.03876597637688747,0.09923992608726602,0.0,0.0,0.0,0.08747037519606293,0.1333556999762726,0.1065427794562326,0.038312024335875564
3.316,-0.0007405420755330905,0.03847773055288668,1.0,-0.0033759148703591886,0.08767187708010989,0.0,-0.012822624032413684,0.1329437426359171,0.0,-0.038942778715482025,0.0992208543530331,0.0,0.0,0.0,0.08773684990904226,0.1335606917963575,0.10658948331157633,0.038487231493433215
3.318,-0.0007473196025046258,0.03865334032682025,1.0,-0.0034016381221154165,0.08793796299430334,0.0,-0.012900686835123173,0.13314216515185134,0.0,-0.03912011265474941,0.09920163728554761,0.0,0.0,0.0,0.08800372990675619,0.13376570510463726,0.10663652307841641,0.038662972005701554
3.3200000000000003,-0.0007541487323419194,0.038829482669401574,1.0,-0.003427517854499706,0.0882044457149972,0.0,-0.012979104837917997,0.13334054908758175,0.0,-0.039297978921960214,0.09918227400167524,0.0,0.0,0.0,0.08827101518920467,0.1339707400642822,0.10668390048875329,0.03883924668325006
3.322,-0.0007610297787172815,0.039006158374166294,1.0,-0.003453554778977369,0.08847132516473805,0.0,-0.013057879106180604,0.13353889414978912,0.0,-0.03947637824352613,0.0991627636142883,0.0,0.0,0.0,0.08853870575638775,0.13417579683944572,0.10673161727833587,0.0390160563366482
3.324,-0.0007679630567282159,0.039183368234494545,1.0,-0.003479749609145931,0.08873860126548398,0.0,-0.013137010706745389,0.1337372000433759,0.0,-0.039655311344993296,0.09914310523225402,0.0,0.0,0.0,0.08880680160830536,0.1343808755952687,0.10677967518662973,0.039193401776465436
3.326,-0.0007749488829014162,0.03936111304360982,1.0,-0.003506103060738042,0.08900627393860124,0.0,-0.01321650070789698,0.13393546647145838,0.0,-0.039834778951035855,0.09912329796042295,0.0,0.0,0.0,0.08907530274495755,0.13458597649788404,0.10682807595678524,0.03937128381327124
3.3280000000000003,-0.0007819875751973182,0.039539393594577726,1.0,-0.003532615851624367,0.0892743431048604,0.0,-0.013296350179368468,0.13413369313535836,0.0,-0.04001478178544932,0.09910334089961738,0.0,0.0,0.0,0.08934420916634432,0.1347910997144206,0.10687682133560532,0.03954970325763509
3.33,-0.0007890794530140965,0.03971821068030482,1.0,-0.0035592887018164846,0.08954280868443294,0.0,-0.013376560192339652,0.13433187973459546,0.0,-0.0401953205711439,0.09908323314661954,0.0,0.0,0.0,0.08961352087246566,0.13499624541300806,0.10692591307351268,0.039728660920126446
3.332,-0.0007962248371922165,0.039897565093537396,1.0,-0.003586122333469777,0.08981167059688752,0.0,-0.013457131819435263,0.13453002596687863,0.0,-0.04037639603013785,0.09906297379416001,0.0,0.0,0.0,0.08988323786332154,0.13520141376278097,0.10697535292451699,0.039908157611314776
3.334,-0.0008034240500184309,0.040077457626860276,1.0,-0.0036131174708863207,0.09008092876118645,0.0,-0.013538066134723168,0.13472813152809834,0.0,-0.040558008883550774,0.09904256193090599,0.0,0.0,0.0,0.09015336013891204,0.13540660493388315,0.10702514264618167,0.04008819414176955
3.3360000000000003,-0.000810677415230554,0.04025788907269561,1.0,-0.0036402748405177715,0.09035058309568196,0.0,-0.013619364213712574,0.1349261961123182,0.0,-0.04074015985159683,0.0990219966414496,0.0,0.0,0.0,0.09042388769923707,0.13561181909747214,0.1070752839995903,0.04026877132206024
3.338,-0.0008179852580210145,0.04043886022330164,1.0,-0.0036675951709682396,0.09062063351811259,0.0,-0.013701027133352202,0.13512421941176708,0.0,-0.040922849653577925,0.09900127700629618,0.0,0.0,0.0,0.09069482054429667,0.13581705642572373,0.10712577874931288,0.04044988996275632
3.34,-0.0008253479050420731,0.04062037187077145,1.0,-0.0036950791929971733,0.09089107994559949,0.0,-0.013783055972028453,0.13532220111683063,0.0,-0.0411060790078769,0.09898040210185255,0.0,0.0,0.0,0.09096615867409087,0.13602231709183615,0.10717662866337153,0.040631550874427255
3.342,-0.0008327656844092646,0.040802424807031765,1.0,-0.0037227276395222285,0.09116192229464273,0.0,-0.01386545180956358,0.13552014091604328,0.0,-0.041289848631950635,0.09895937100041532,0.0,0.0,0.0,0.09123790208861964,0.1362276012700347,0.10722783551320636,0.040813754867642514
3.3440000000000003,-0.0008402389257065046,0.04098501982384166,1.0,-0.003750541245622139,0.09143316048111758,0.0,-0.013948215727213808,0.13571803849607983,0.0,-0.04147415924232313,0.09893818277015903,0.0,0.0,0.0,0.09151005078788294,0.13643290913557587,0.10727940107364027,0.04099650275297156
3.346,-0.0008477679599896426,0.04116815771279136,1.0,-0.0037785207485395867,0.09170479442027084,0.0,-0.01403134880766748,0.13591589354174746,0.0,-0.041659011554578525,0.09891683647512456,0.0,0.0,0.0,0.09178260477188083,0.1366382408647523,0.10733132712284442,0.041179795340983864
3.348,-0.0008553531197914577,0.04135183926530095,1.0,-0.0038066668876840584,0.09197682402671699,0.0,-0.014114852135043156,0.13611370573597717,0.0,-0.041844406283354174,0.0988953311752072,0.0,0.0,0.0,0.09205556404061328,0.1368435966348967,0.10738361544230256,0.0413636334422489
3.35,-0.0008629947391255444,0.04153606527261909,1.0,-0.003834980404634707,0.09224924921443452,0.0,-0.01419872679488772,0.13631147475981562,0.0,-0.04203034414233341,0.09887366592614498,0.0,0.0,0.0,0.0923289285940803,0.13704897662438678,0.10743626781677545,0.04154801786733614
3.3520000000000003,-0.0008706931534909756,0.04172083652582178,1.0,-0.003863462043143206,0.09252206989676212,0.0,-0.014282973874174461,0.13650920029241678,0.0,-0.04221682584423873,0.09885183977950679,0.0,0.0,0.0,0.0926026984322819,0.13725438101264933,0.10748928603426512,0.041732949426815054
3.354,-0.0008784486998764107,0.04190615381581102,1.0,-0.0038921125491365987,0.0927952859863949,0.0,-0.014367594461301147,0.13670688201103362,0.0,-0.042403852100824375,0.0988298517826807,0.0,0.0,0.0,0.09287687355521806,0.13745980998016505,0.10754267188597846,0.04191842893125509
3.356,-0.0008862617167645359,0.04209201793331361,1.0,-0.003920932670720152,0.09306889739538055,0.0,-0.01445258964608809,0.1369045195910096,0.0,-0.04259142362286939,0.098807700978862,0.0,0.0,0.0,0.0931514539628888,0.13766526370847276,0.10759642716629081,0.04210445719122575
3.358,-0.0008941325441363945,0.04227842966887973,1.0,-0.003949923158180189,0.09334290403511553,0.0,-0.014537960519776157,0.1371021127057705,0.0,-0.04277954112017029,0.09878538640704153,0.0,0.0,0.0,0.09342643965529412,0.13787074238017422,0.1076505536727092,0.042291035017296474
3.3600000000000003,-0.0009020615234760498,0.04246538981288174,1.0,-0.003979084763986933,0.0936173058163412,0.0,-0.014623708175024834,0.13729966102681573,0.0,-0.04296820530153379,0.09876290710199372,0.0,0.0,0.0,0.093701830632434,0.13807624617893835,0.10770505320583523,0.04247816322003674
3.362,-0.0009100489977743598,0.042652899155512826,1.0,-0.004008418242797348,0.09389210264914007,0.0,-0.014709833705910228,0.1374971642237101,0.0,-0.043157416874769636,0.09874026209426479,0.0,0.0,0.0,0.09397762689430844,0.13828177528950603,0.10775992756932772,0.04266584261001603
3.364,-0.0009180953115337509,0.04284095848678565,1.0,-0.004037924351457962,0.09416729444293175,0.0,-0.014796338207923056,0.1376946219640753,0.0,-0.04334717654668307,0.09871745041016095,0.0,0.0,0.0,0.09425382844091745,0.13848732989769444,0.10781517856986508,0.042854073997803804
3.366,-0.0009262008107727704,0.043029568596531065,1.0,-0.004067603849007696,0.09444288110646916,0.0,-0.01488322277796663,0.13789203391358132,0.0,-0.04353748502306761,0.09869447107173646,0.0,0.0,0.0,0.09453043527226103,0.13869291019040175,0.10787080801710748,0.043042858193969524
3.3680000000000003,-0.0009343658430298607,0.04321873027439675,1.0,-0.004097457496680691,0.09471886254783465,0.0,-0.01497048851435484,0.13808939973593798,0.0,-0.04372834300869755,0.09867132309678181,0.0,0.0,0.0,0.09480744738833917,0.1388985163556116,0.10792681772365854,0.043232196009082666
3.37,-0.0009425907573684666,0.04340844430984591,1.0,-0.0041274860579091285,0.09499523867443602,0.0,-0.015058136516810107,0.13828671909288653,0.0,-0.04391975120732051,0.0986480054988118,0.0,0.0,0.0,0.0950848647891519,0.13910414858239778,0.1079832095050269,0.04342208825371271
3.372,-0.0009508759043809212,0.04359871149215582,1.0,-0.004157690298326032,0.09527200939300248,0.0,-0.015146167886461285,0.1384839916441908,0.0,-0.04411171032164982,0.09862451728705365,0.0,0.0,0.0,0.09536268747469918,0.13930980706092871,0.10803998517958753,0.0436125357384291
3.374,-0.0009592216361929973,0.043789532610416605,1.0,-0.004188070985768094,0.09554917460958091,0.0,-0.015234583725841645,0.1386812170476289,0.0,-0.044304221053357164,0.09860085746643514,0.0,0.0,0.0,0.09564091544498105,0.1395154919824721,0.10809714656854266,0.043803539273801324
